student_code,university_code,company_code,role_title,channel_name,date_key,is_placed,ctc_lpa,interview_rounds,offers_received,days_to_offer
STU006476,UNI001,,,Direct Application,20250415,0,,2,0,
STU006477,UNI021,,,On-Campus,20240915,0,,0,0,
STU006478,UNI003,,,On-Campus,20241115,0,,2,0,
STU006479,UNI009,,,Job Portal,20250215,0,,0,0,
STU006480,UNI018,CMP045,Systems Engineer,Referral,20250115,1,19.43,3,1,74.0
STU006481,UNI027,CMP005,Data Analyst,Direct Application,20240815,1,23.15,4,1,23.0
STU006482,UNI008,CMP055,QA Engineer,Job Portal,20240815,1,19.57,4,1,26.0
STU006483,UNI019,CMP001,ML Engineer,Referral,20250415,1,17.3,3,2,34.0
STU006484,UNI015,CMP064,Backend Engineer,On-Campus,20241115,1,34.0,3,2,19.0
STU006485,UNI023,CMP008,QA Engineer,Job Portal,20250215,1,16.49,2,1,63.0
STU006486,UNI002,CMP070,Data Analyst,Referral,20241215,1,23.39,2,1,17.0
STU006487,UNI002,CMP026,Financial Analyst,Referral,20241215,1,23.87,5,2,25.0
STU006488,UNI003,CMP055,Consultant,On-Campus,20241215,1,48.83,4,1,77.0
STU006489,UNI020,CMP028,Operations Associate,On-Campus,20241115,1,30.4,5,1,40.0
STU006490,UNI021,,,Job Portal,20240815,0,,2,0,
STU006491,UNI006,CMP010,Backend Engineer,Referral,20250115,1,11.68,5,1,38.0
STU006492,UNI016,,,Job Portal,20250215,0,,0,0,
STU006493,UNI001,CMP065,Consultant,Recruitment Agency,20250115,1,7.44,3,1,93.0
STU006494,UNI013,CMP056,Operations Associate,On-Campus,20250215,1,18.29,1,1,28.0
STU006495,UNI001,CMP073,Operations Associate,Job Portal,20250115,1,18.72,4,1,33.0
STU006496,UNI003,CMP030,Frontend Engineer,On-Campus,20240915,1,31.35,4,2,30.0
STU006497,UNI030,CMP015,Backend Engineer,Recruitment Agency,20241015,1,49.29,2,1,67.0
STU006498,UNI028,CMP051,Data Analyst,Recruitment Agency,20250215,1,15.94,4,1,40.0
STU006499,UNI007,,,Job Portal,20250315,0,,2,0,
STU006500,UNI003,,,Job Portal,20241215,0,,2,0,
STU006501,UNI008,,,Referral,20241115,0,,1,0,
STU006502,UNI014,CMP021,Design Engineer,On-Campus,20250115,1,8.79,4,2,79.0
STU006503,UNI005,CMP078,Operations Associate,On-Campus,20250415,1,9.88,4,1,55.0
STU006504,UNI010,CMP065,Business Analyst,Direct Application,20240915,1,5.76,3,1,12.0
STU006505,UNI011,,,Direct Application,20241115,0,,2,0,
STU006506,UNI013,,,Job Portal,20240815,0,,2,0,
STU006507,UNI027,CMP010,Data Analyst,On-Campus,20240815,1,5.99,3,1,22.0
STU006508,UNI004,CMP051,Product Analyst,Referral,20250215,1,27.8,3,1,92.0
STU006509,UNI007,CMP011,Consultant,On-Campus,20241215,1,8.31,1,2,61.0
STU006510,UNI030,CMP013,Systems Engineer,Referral,20241115,1,32.67,2,2,68.0
STU006511,UNI010,CMP071,Product Analyst,On-Campus,20250415,1,16.08,3,1,80.0
STU006512,UNI025,CMP053,Data Scientist,Referral,20241015,1,16.2,5,1,11.0
STU006513,UNI014,,,Referral,20250315,0,,1,0,
STU006514,UNI003,CMP058,QA Engineer,Job Portal,20240915,1,24.01,2,3,70.0
STU006515,UNI003,,,Direct Application,20241115,0,,1,0,
STU006516,UNI004,CMP080,Data Scientist,Job Portal,20250315,1,10.2,2,1,82.0
STU006517,UNI014,CMP058,Systems Engineer,Direct Application,20241015,1,23.94,3,1,17.0
STU006518,UNI005,,,Job Portal,20250215,0,,1,0,
STU006519,UNI022,,,Direct Application,20241215,0,,1,0,
STU006520,UNI029,,,Job Portal,20240915,0,,1,0,
STU006521,UNI030,,,Job Portal,20240915,0,,0,0,
STU006522,UNI008,,,Recruitment Agency,20250115,0,,1,0,
STU006523,UNI013,,,Job Portal,20250215,0,,0,0,
STU006524,UNI015,CMP037,Cloud Engineer,Direct Application,20241015,1,18.37,5,2,38.0
STU006525,UNI030,,,Recruitment Agency,20250115,0,,1,0,
STU006526,UNI023,,,On-Campus,20250215,0,,0,0,
STU006527,UNI012,CMP067,Data Analyst,Direct Application,20240915,1,17.59,2,1,41.0
STU006528,UNI019,CMP076,Data Analyst,Referral,20240815,1,12.92,3,2,86.0
STU006529,UNI021,CMP026,Cloud Engineer,Direct Application,20250315,1,26.79,4,2,52.0
STU006530,UNI026,,,Job Portal,20241215,0,,2,0,
STU006531,UNI029,CMP054,Data Scientist,Job Portal,20250115,1,26.93,4,3,72.0
STU006532,UNI015,CMP021,Design Engineer,Job Portal,20250115,1,16.12,1,3,12.0
STU006533,UNI021,CMP023,Design Engineer,Direct Application,20241215,1,23.17,3,1,32.0
STU006534,UNI014,CMP020,Software Engineer,Direct Application,20240915,1,39.14,5,1,27.0
STU006535,UNI014,CMP064,Software Engineer,Recruitment Agency,20250215,1,22.98,2,1,48.0
STU006536,UNI008,,,Recruitment Agency,20241215,0,,0,0,
STU006537,UNI021,CMP061,Software Engineer,Direct Application,20240915,1,12.3,3,1,60.0
STU006538,UNI024,CMP060,Backend Engineer,Direct Application,20241215,1,16.12,5,1,65.0
STU006539,UNI005,CMP035,Software Engineer,Recruitment Agency,20240915,1,50.19,3,3,88.0
STU006540,UNI026,CMP015,ML Engineer,Referral,20250215,1,65.0,4,2,44.0
STU006541,UNI007,CMP064,Data Analyst,Direct Application,20241015,1,15.01,4,1,57.0
STU006542,UNI009,CMP068,Cloud Engineer,Recruitment Agency,20241015,1,35.61,5,1,31.0
STU006543,UNI023,,,On-Campus,20240915,0,,0,0,
STU006544,UNI027,,,Recruitment Agency,20241215,0,,1,0,
STU006545,UNI004,,,Recruitment Agency,20241015,0,,2,0,
STU006546,UNI009,CMP025,Operations Associate,Job Portal,20241115,1,22.85,1,2,66.0
STU006547,UNI007,CMP044,Data Analyst,Direct Application,20241215,1,30.17,5,1,15.0
STU006548,UNI022,CMP051,Product Analyst,Referral,20240815,1,29.04,1,1,39.0
STU006549,UNI017,,,Direct Application,20250115,0,,1,0,
STU006550,UNI011,CMP049,Data Scientist,Recruitment Agency,20250315,1,25.47,4,1,52.0
STU006551,UNI005,CMP027,Financial Analyst,On-Campus,20250315,1,48.53,3,2,24.0
STU006552,UNI020,CMP041,Frontend Engineer,Job Portal,20250315,1,10.07,2,1,66.0
STU006553,UNI023,,,Referral,20250415,0,,0,0,
STU006554,UNI028,,,Referral,20240915,0,,2,0,
STU006555,UNI009,CMP044,Data Analyst,Recruitment Agency,20241115,1,35.24,4,1,40.0
STU006556,UNI005,,,Job Portal,20241215,0,,2,0,
STU006557,UNI021,CMP036,Software Engineer,Job Portal,20250115,1,33.44,5,1,36.0
STU006558,UNI018,CMP022,Business Analyst,Direct Application,20250115,1,30.36,1,1,75.0
STU006559,UNI023,CMP003,Design Engineer,Job Portal,20250315,1,6.85,3,1,38.0
STU006560,UNI027,CMP047,Design Engineer,Direct Application,20250115,1,17.74,1,1,64.0
STU006561,UNI023,CMP057,Operations Associate,On-Campus,20241215,1,18.57,2,2,89.0
STU006562,UNI022,,,On-Campus,20250115,0,,1,0,
STU006563,UNI004,CMP040,Software Engineer,Recruitment Agency,20240815,1,17.11,1,1,68.0
STU006564,UNI027,,,Referral,20240815,0,,0,0,
STU006565,UNI010,,,Referral,20241215,0,,1,0,
STU006566,UNI022,,,Recruitment Agency,20241215,0,,1,0,
STU006567,UNI010,CMP058,Operations Associate,On-Campus,20241015,1,15.49,2,2,64.0
STU006568,UNI009,,,Referral,20241215,0,,0,0,
STU006569,UNI019,CMP062,ML Engineer,Direct Application,20240815,1,19.87,4,1,72.0
STU006570,UNI030,,,On-Campus,20241015,0,,2,0,
STU006571,UNI017,CMP055,Systems Engineer,Direct Application,20241115,1,23.29,1,1,16.0
STU006572,UNI002,,,On-Campus,20240915,0,,0,0,
STU006573,UNI030,,,Job Portal,20250315,0,,2,0,
STU006574,UNI020,,,Referral,20240915,0,,1,0,
STU006575,UNI030,,,On-Campus,20240815,0,,0,0,
STU006576,UNI019,CMP001,Frontend Engineer,Job Portal,20250115,1,12.27,4,1,38.0
STU006577,UNI030,CMP034,Design Engineer,Job Portal,20241115,1,33.07,1,1,82.0
STU006578,UNI021,,,Job Portal,20241015,0,,1,0,
STU006579,UNI008,CMP035,Design Engineer,On-Campus,20241215,1,24.94,1,1,18.0
STU006580,UNI009,CMP011,Systems Engineer,Job Portal,20241115,1,7.43,1,1,82.0
STU006581,UNI014,CMP007,Design Engineer,Recruitment Agency,20250215,1,33.39,3,1,7.0
STU006582,UNI001,CMP048,Consultant,Referral,20250415,1,24.35,1,1,47.0
STU006583,UNI008,CMP016,Consultant,On-Campus,20241015,1,22.18,4,2,54.0
STU006584,UNI024,CMP034,Financial Analyst,Recruitment Agency,20250215,1,30.56,4,1,19.0
STU006585,UNI030,CMP078,Frontend Engineer,Job Portal,20241015,1,11.35,3,2,90.0
STU006586,UNI011,CMP008,ML Engineer,On-Campus,20240815,1,28.14,1,1,90.0
STU006587,UNI027,CMP071,Data Analyst,On-Campus,20250215,1,16.28,3,1,73.0
STU006588,UNI011,,,Direct Application,20250315,0,,0,0,
STU006589,UNI017,CMP025,Financial Analyst,Referral,20250115,1,24.52,2,1,63.0
STU006590,UNI002,CMP035,Data Scientist,Referral,20240915,1,27.93,3,1,18.0
STU006591,UNI002,CMP036,Backend Engineer,On-Campus,20241115,1,21.95,2,1,41.0
STU006592,UNI002,CMP058,Business Analyst,Referral,20241215,1,21.51,4,1,40.0
STU006593,UNI029,CMP066,Frontend Engineer,Referral,20250415,1,13.51,3,1,20.0
STU006594,UNI001,,,Job Portal,20250115,0,,1,0,
STU006595,UNI027,,,Direct Application,20241015,0,,2,0,
STU006596,UNI025,CMP015,Software Engineer,On-Campus,20241115,1,22.16,1,2,21.0
STU006597,UNI014,CMP020,Backend Engineer,Job Portal,20250115,1,29.56,2,1,81.0
STU006598,UNI008,,,Referral,20240815,0,,1,0,
STU006599,UNI007,,,On-Campus,20240815,0,,0,0,
STU006600,UNI011,CMP014,Frontend Engineer,Referral,20250315,1,8.5,1,1,24.0
STU006601,UNI014,,,Direct Application,20241115,0,,2,0,
STU006602,UNI021,CMP040,Product Analyst,Direct Application,20250115,1,34.45,3,1,83.0
STU006603,UNI027,CMP071,Data Scientist,On-Campus,20250415,1,27.82,3,1,45.0
STU006604,UNI008,CMP002,Operations Associate,Referral,20250415,1,8.75,2,1,28.0
STU006605,UNI022,CMP035,Financial Analyst,Recruitment Agency,20250315,1,17.72,2,1,46.0
STU006606,UNI003,,,Direct Application,20250215,0,,1,0,
STU006607,UNI030,,,Referral,20240815,0,,2,0,
STU006608,UNI012,,,Referral,20241215,0,,1,0,
STU006609,UNI027,CMP046,Consultant,Direct Application,20250315,1,23.81,4,1,49.0
STU006610,UNI006,CMP057,Systems Engineer,Recruitment Agency,20241115,1,31.23,1,1,82.0
STU006611,UNI001,CMP018,Data Scientist,On-Campus,20240915,1,41.61,4,3,54.0
STU006612,UNI002,,,Job Portal,20250115,0,,0,0,
STU006613,UNI027,CMP047,Cloud Engineer,Referral,20250215,1,38.9,2,1,21.0
STU006614,UNI029,,,Recruitment Agency,20241115,0,,1,0,
STU006615,UNI023,,,Direct Application,20240915,0,,1,0,
STU006616,UNI027,CMP024,Data Scientist,Job Portal,20241215,1,20.89,4,1,38.0
STU006617,UNI010,,,On-Campus,20241015,0,,0,0,
STU006618,UNI006,,,Referral,20250415,0,,1,0,
STU006619,UNI003,,,Referral,20250115,0,,0,0,
STU006620,UNI005,,,Recruitment Agency,20241115,0,,1,0,
STU006621,UNI007,CMP077,Design Engineer,On-Campus,20241215,1,21.77,3,1,46.0
STU006622,UNI009,CMP057,Systems Engineer,Recruitment Agency,20240815,1,20.38,2,1,54.0
STU006623,UNI005,CMP044,Software Engineer,Referral,20241115,1,40.91,3,1,69.0
STU006624,UNI027,CMP032,Backend Engineer,Referral,20250415,1,26.07,3,1,51.0
STU006625,UNI029,CMP067,QA Engineer,Job Portal,20241015,1,19.63,2,1,18.0
STU006626,UNI002,,,Job Portal,20250315,0,,1,0,
STU006627,UNI026,CMP017,Systems Engineer,On-Campus,20250315,1,20.27,3,2,36.0
STU006628,UNI019,CMP041,QA Engineer,Job Portal,20240915,1,9.36,4,1,92.0
STU006629,UNI002,,,Referral,20241115,0,,1,0,
STU006630,UNI021,CMP031,Operations Associate,Job Portal,20241215,1,7.5,1,1,20.0
STU006631,UNI003,CMP001,ML Engineer,Recruitment Agency,20240915,1,21.48,4,1,46.0
STU006632,UNI018,CMP072,Systems Engineer,Referral,20240815,1,9.98,4,1,86.0
STU006633,UNI016,,,Referral,20250215,0,,2,0,
STU006634,UNI016,,,Recruitment Agency,20250415,0,,1,0,
STU006635,UNI012,CMP043,Consultant,Direct Application,20250215,1,20.36,3,1,92.0
STU006636,UNI004,,,Job Portal,20241015,0,,0,0,
STU006637,UNI021,,,Recruitment Agency,20250415,0,,2,0,
STU006638,UNI001,CMP060,Data Scientist,Referral,20241115,1,15.35,4,1,54.0
STU006639,UNI022,CMP046,Backend Engineer,On-Campus,20240815,1,17.87,5,1,68.0
STU006640,UNI026,CMP045,Software Engineer,Direct Application,20240915,1,34.64,1,2,69.0
STU006641,UNI012,CMP009,Data Analyst,Job Portal,20241015,1,19.8,1,2,46.0
STU006642,UNI011,CMP066,Design Engineer,On-Campus,20250115,1,8.83,2,2,20.0
STU006643,UNI025,,,Referral,20250115,0,,2,0,
STU006644,UNI019,CMP007,Design Engineer,Direct Application,20250215,1,31.13,4,1,26.0
STU006645,UNI015,CMP042,QA Engineer,Recruitment Agency,20250315,1,17.65,4,2,9.0
STU006646,UNI009,CMP015,Backend Engineer,Direct Application,20240915,1,31.76,5,2,73.0
STU006647,UNI003,CMP028,Data Analyst,Job Portal,20241015,1,26.8,2,3,41.0
STU006648,UNI009,CMP046,QA Engineer,Job Portal,20241215,1,19.03,3,1,75.0
STU006649,UNI021,,,Job Portal,20250115,0,,0,0,
STU006650,UNI016,CMP035,Business Analyst,Referral,20250115,1,23.55,1,1,47.0
STU006651,UNI019,,,Job Portal,20240815,0,,1,0,
STU006652,UNI009,CMP057,Data Analyst,On-Campus,20250215,1,24.96,2,1,76.0
STU006653,UNI008,CMP046,Business Analyst,Direct Application,20240815,1,22.85,2,1,32.0
STU006654,UNI014,CMP050,Data Scientist,Referral,20241015,1,15.63,5,2,73.0
STU006655,UNI025,CMP036,Product Analyst,On-Campus,20240915,1,23.96,2,1,81.0
STU006656,UNI007,CMP077,Data Scientist,Referral,20241215,1,37.6,2,1,13.0
STU006657,UNI010,,,Job Portal,20250415,0,,2,0,
STU006658,UNI030,CMP058,Software Engineer,On-Campus,20250415,1,36.66,3,2,27.0
STU006659,UNI028,,,Direct Application,20240915,0,,2,0,
STU006660,UNI010,,,On-Campus,20250315,0,,1,0,
STU006661,UNI013,,,Referral,20250315,0,,0,0,
STU006662,UNI021,CMP021,QA Engineer,Referral,20250215,1,16.44,4,1,44.0
STU006663,UNI015,CMP049,Data Scientist,Direct Application,20241015,1,48.57,5,1,65.0
STU006664,UNI017,CMP077,Backend Engineer,Job Portal,20250415,1,28.42,1,1,31.0
STU006665,UNI004,,,Direct Application,20250115,0,,0,0,
STU006666,UNI029,CMP050,Frontend Engineer,Job Portal,20241015,1,8.74,2,1,38.0
STU006667,UNI009,,,On-Campus,20241115,0,,2,0,
STU006668,UNI003,CMP032,ML Engineer,On-Campus,20250315,1,55.7,4,4,81.0
STU006669,UNI011,CMP049,Operations Associate,On-Campus,20241015,1,16.07,1,1,62.0
STU006670,UNI005,,,Referral,20250415,0,,1,0,
STU006671,UNI008,,,Recruitment Agency,20250315,0,,2,0,
STU006672,UNI012,,,Recruitment Agency,20241115,0,,1,0,
STU006673,UNI021,CMP005,QA Engineer,Referral,20250415,1,21.71,5,1,87.0
STU006674,UNI012,CMP041,Financial Analyst,Referral,20240815,1,8.61,4,3,28.0
STU006675,UNI017,,,Recruitment Agency,20240815,0,,2,0,
STU006676,UNI030,,,Recruitment Agency,20250415,0,,1,0,
STU006677,UNI030,,,Recruitment Agency,20241215,0,,1,0,
STU006678,UNI023,CMP040,Consultant,On-Campus,20240815,1,20.36,5,1,42.0
STU006679,UNI001,CMP029,Cloud Engineer,Direct Application,20241015,1,10.78,5,2,88.0
STU006680,UNI006,,,On-Campus,20241115,0,,1,0,
STU006681,UNI022,,,Recruitment Agency,20241115,0,,1,0,
STU006682,UNI018,,,Referral,20250415,0,,0,0,
STU006683,UNI028,CMP061,QA Engineer,Direct Application,20250115,1,7.6,4,1,25.0
STU006684,UNI015,,,Job Portal,20241015,0,,1,0,
STU006685,UNI026,CMP078,ML Engineer,On-Campus,20250315,1,17.22,1,2,39.0
STU006686,UNI006,CMP052,Product Analyst,Recruitment Agency,20241015,1,23.01,4,1,66.0
STU006687,UNI027,CMP028,Product Analyst,On-Campus,20250315,1,26.97,2,1,58.0
STU006688,UNI009,,,Referral,20240915,0,,2,0,
STU006689,UNI005,,,Referral,20250215,0,,2,0,
STU006690,UNI001,CMP036,Financial Analyst,Referral,20240915,1,17.2,4,1,92.0
STU006691,UNI023,CMP037,Data Scientist,Job Portal,20250115,1,8.72,1,1,7.0
STU006692,UNI013,CMP052,Data Analyst,Recruitment Agency,20240815,1,22.86,3,2,10.0
STU006693,UNI024,,,Recruitment Agency,20241015,0,,0,0,
STU006694,UNI022,,,Job Portal,20240815,0,,1,0,
STU006695,UNI002,CMP017,Frontend Engineer,Referral,20250415,1,22.94,5,1,63.0
STU006696,UNI005,CMP035,Financial Analyst,Recruitment Agency,20240915,1,51.31,3,1,27.0
STU006697,UNI017,CMP040,Backend Engineer,On-Campus,20240815,1,29.94,1,1,28.0
STU006698,UNI022,,,Recruitment Agency,20250315,0,,2,0,
STU006699,UNI028,CMP069,Data Scientist,Direct Application,20240815,1,9.09,5,1,62.0
STU006700,UNI009,,,On-Campus,20250215,0,,1,0,
STU006701,UNI030,,,Recruitment Agency,20250315,0,,2,0,
STU006702,UNI018,,,On-Campus,20250315,0,,0,0,
STU006703,UNI013,CMP015,Data Analyst,On-Campus,20241115,1,22.08,3,2,55.0
STU006704,UNI003,,,On-Campus,20241015,0,,0,0,
STU006705,UNI018,CMP052,QA Engineer,Direct Application,20240915,1,24.53,4,1,49.0
STU006706,UNI014,CMP034,Consultant,Referral,20240815,1,42.07,4,1,13.0
STU006707,UNI003,CMP022,Backend Engineer,Job Portal,20240915,1,42.65,5,3,22.0
STU006708,UNI029,CMP023,Operations Associate,Direct Application,20250115,1,16.86,5,2,94.0
STU006709,UNI006,,,Recruitment Agency,20250115,0,,0,0,
STU006710,UNI011,CMP018,QA Engineer,Referral,20240915,1,27.61,2,1,87.0
STU006711,UNI008,CMP048,Operations Associate,Direct Application,20250215,1,25.64,2,1,49.0
STU006712,UNI013,,,On-Campus,20250115,0,,0,0,
STU006713,UNI030,,,Referral,20240915,0,,1,0,
STU006714,UNI004,CMP026,Financial Analyst,Job Portal,20240815,1,17.71,5,2,34.0
STU006715,UNI027,CMP040,Data Scientist,Direct Application,20240815,1,20.41,5,1,84.0
STU006716,UNI018,,,Direct Application,20241115,0,,1,0,
STU006717,UNI028,CMP063,Financial Analyst,Job Portal,20241115,1,19.46,4,1,8.0
STU006718,UNI007,CMP049,Data Scientist,Referral,20250315,1,46.92,3,1,64.0
STU006719,UNI028,CMP067,Data Analyst,On-Campus,20250215,1,16.77,3,1,68.0
STU006720,UNI017,CMP052,Frontend Engineer,On-Campus,20241215,1,30.15,3,2,41.0
STU006721,UNI010,CMP063,ML Engineer,Recruitment Agency,20250415,1,29.49,1,1,72.0
STU006722,UNI012,CMP050,Product Analyst,On-Campus,20250415,1,5.96,3,1,18.0
STU006723,UNI013,CMP077,Frontend Engineer,Referral,20250215,1,25.41,5,2,61.0
STU006724,UNI023,CMP032,Design Engineer,Recruitment Agency,20250415,1,20.91,5,3,19.0
STU006725,UNI027,CMP043,Design Engineer,On-Campus,20241215,1,15.14,4,1,59.0
STU006726,UNI019,CMP011,Data Scientist,Referral,20250215,1,18.85,3,4,8.0
STU006727,UNI018,CMP057,Operations Associate,Referral,20240815,1,28.2,3,1,33.0
STU006728,UNI025,,,Direct Application,20241015,0,,2,0,
STU006729,UNI029,CMP047,Software Engineer,Job Portal,20241215,1,23.25,5,1,87.0
STU006730,UNI012,CMP005,Product Analyst,Referral,20241015,1,25.2,3,1,92.0
STU006731,UNI012,CMP065,Operations Associate,Referral,20240915,1,5.6,3,2,59.0
STU006732,UNI015,CMP070,Operations Associate,Referral,20241015,1,37.35,2,1,40.0
STU006733,UNI010,CMP039,Software Engineer,Direct Application,20241015,1,11.8,3,2,18.0
STU006734,UNI029,CMP029,Operations Associate,Direct Application,20250115,1,8.24,2,1,53.0
STU006735,UNI027,CMP033,Frontend Engineer,On-Campus,20240815,1,18.49,2,1,93.0
STU006736,UNI002,CMP046,Data Analyst,Recruitment Agency,20240815,1,19.56,4,1,93.0
STU006737,UNI012,CMP067,ML Engineer,Direct Application,20241115,1,30.54,4,2,63.0
STU006738,UNI011,,,Recruitment Agency,20250115,0,,1,0,
STU006739,UNI001,,,Job Portal,20250315,0,,2,0,
STU006740,UNI029,CMP013,Product Analyst,Job Portal,20250215,1,21.72,1,1,85.0
STU006741,UNI020,CMP003,Cloud Engineer,Direct Application,20241015,1,14.03,2,1,17.0
STU006742,UNI010,,,On-Campus,20240815,0,,1,0,
STU006743,UNI016,CMP074,Cloud Engineer,Direct Application,20250215,1,27.67,4,1,87.0
STU006744,UNI022,CMP047,Backend Engineer,Job Portal,20250215,1,25.14,4,1,51.0
STU006745,UNI027,CMP046,Business Analyst,Recruitment Agency,20250415,1,26.21,2,2,32.0
STU006746,UNI012,CMP021,Backend Engineer,On-Campus,20241215,1,6.15,4,1,93.0
STU006747,UNI019,CMP005,Financial Analyst,Direct Application,20240915,1,31.7,4,2,56.0
STU006748,UNI013,,,Recruitment Agency,20241215,0,,2,0,
STU006749,UNI012,,,Direct Application,20250115,0,,1,0,
STU006750,UNI027,,,On-Campus,20240915,0,,2,0,
STU006751,UNI025,,,Direct Application,20250215,0,,2,0,
STU006752,UNI023,,,Direct Application,20250115,0,,1,0,
STU006753,UNI027,CMP059,ML Engineer,Recruitment Agency,20241215,1,21.23,3,1,34.0
STU006754,UNI027,,,Recruitment Agency,20250415,0,,2,0,
STU006755,UNI026,CMP012,Consultant,Referral,20241215,1,37.75,3,1,71.0
STU006756,UNI023,,,On-Campus,20240915,0,,2,0,
STU006757,UNI011,CMP010,Business Analyst,Job Portal,20241115,1,6.38,1,1,57.0
STU006758,UNI018,,,Referral,20241115,0,,2,0,
STU006759,UNI024,CMP058,Design Engineer,Recruitment Agency,20240915,1,23.73,2,1,36.0
STU006760,UNI027,,,Job Portal,20250215,0,,2,0,
STU006761,UNI004,,,On-Campus,20240815,0,,1,0,
STU006762,UNI011,CMP031,Operations Associate,On-Campus,20250415,1,7.11,1,1,66.0
STU006763,UNI008,CMP029,Data Scientist,Referral,20250115,1,12.99,2,2,84.0
STU006764,UNI015,CMP050,ML Engineer,Recruitment Agency,20241215,1,17.9,1,1,38.0
STU006765,UNI017,CMP038,Product Analyst,Job Portal,20241015,1,8.04,2,1,40.0
STU006766,UNI004,,,On-Campus,20240815,0,,0,0,
STU006767,UNI026,,,Recruitment Agency,20250415,0,,2,0,
STU006768,UNI018,CMP022,Systems Engineer,Direct Application,20241115,1,24.08,3,3,75.0
STU006769,UNI027,CMP061,Data Scientist,Direct Application,20250415,1,10.13,5,1,25.0
STU006770,UNI004,,,Job Portal,20241015,0,,0,0,
STU006771,UNI001,CMP025,Software Engineer,Referral,20240815,1,21.7,4,2,68.0
STU006772,UNI002,,,Recruitment Agency,20250215,0,,2,0,
STU006773,UNI021,CMP077,Data Scientist,Direct Application,20241015,1,33.8,5,3,93.0
STU006774,UNI015,CMP037,Consultant,Direct Application,20241015,1,13.07,5,1,33.0
STU006775,UNI012,CMP070,Software Engineer,On-Campus,20241115,1,27.17,1,1,18.0
STU006776,UNI016,CMP062,Financial Analyst,Referral,20250215,1,8.39,1,2,92.0
STU006777,UNI023,CMP018,ML Engineer,On-Campus,20241015,1,33.43,3,2,88.0
STU006778,UNI011,CMP042,Operations Associate,On-Campus,20250115,1,8.18,2,2,63.0
STU006779,UNI022,,,Recruitment Agency,20240915,0,,1,0,
STU006780,UNI001,CMP028,Backend Engineer,On-Campus,20241115,1,22.49,4,1,20.0
STU006781,UNI006,CMP033,Consultant,Job Portal,20250415,1,34.95,3,1,87.0
STU006782,UNI029,CMP049,Design Engineer,Job Portal,20240915,1,25.93,2,1,70.0
STU006783,UNI027,,,Direct Application,20250115,0,,1,0,
STU006784,UNI003,CMP046,Frontend Engineer,Job Portal,20250315,1,42.06,5,1,64.0
STU006785,UNI014,CMP044,Data Scientist,Direct Application,20241115,1,36.19,2,1,16.0
STU006786,UNI011,,,Direct Application,20250415,0,,1,0,
STU006787,UNI002,CMP029,Frontend Engineer,Direct Application,20250315,1,10.11,3,3,58.0
STU006788,UNI025,,,On-Campus,20250215,0,,1,0,
STU006789,UNI018,CMP063,Systems Engineer,Job Portal,20250415,1,22.34,3,1,65.0
STU006790,UNI025,,,Referral,20241115,0,,1,0,
STU006791,UNI026,CMP037,Backend Engineer,Referral,20250115,1,12.54,3,1,63.0
STU006792,UNI021,CMP037,Data Analyst,Job Portal,20240815,1,7.81,5,1,90.0
STU006793,UNI005,CMP050,QA Engineer,Direct Application,20250115,1,11.51,5,2,73.0
STU006794,UNI009,CMP072,Consultant,Recruitment Agency,20241015,1,11.61,2,3,53.0
STU006795,UNI009,CMP051,Business Analyst,On-Campus,20250315,1,23.13,4,1,36.0
STU006796,UNI009,CMP032,Data Analyst,Direct Application,20250315,1,25.13,2,1,40.0
STU006797,UNI025,CMP077,ML Engineer,Referral,20241115,1,47.88,3,1,57.0
STU006798,UNI025,CMP019,Data Analyst,Job Portal,20250415,1,20.18,4,1,29.0
STU006799,UNI028,CMP048,Operations Associate,Referral,20241015,1,23.03,3,1,86.0
STU006800,UNI022,CMP058,Frontend Engineer,On-Campus,20250315,1,17.39,2,1,11.0
STU006801,UNI008,CMP001,QA Engineer,Referral,20240815,1,9.7,1,1,43.0
STU006802,UNI026,,,Job Portal,20250115,0,,1,0,
STU006803,UNI008,,,Referral,20241115,0,,0,0,
STU006804,UNI018,CMP037,Product Analyst,Recruitment Agency,20250115,1,12.13,1,1,71.0
STU006805,UNI030,CMP019,Software Engineer,Direct Application,20250115,1,34.51,4,2,26.0
STU006806,UNI015,CMP001,Product Analyst,Referral,20241015,1,16.6,1,2,56.0
STU006807,UNI012,CMP036,Frontend Engineer,Direct Application,20241215,1,21.1,3,1,23.0
STU006808,UNI025,CMP033,Software Engineer,Direct Application,20250315,1,34.37,3,1,71.0
STU006809,UNI002,,,Job Portal,20250215,0,,2,0,
STU006810,UNI020,CMP022,Software Engineer,On-Campus,20250315,1,56.91,4,2,22.0
STU006811,UNI014,,,Job Portal,20240815,0,,2,0,
STU006812,UNI004,CMP018,Financial Analyst,Direct Application,20250415,1,19.85,3,2,88.0
STU006813,UNI003,CMP065,QA Engineer,Referral,20250415,1,13.59,5,4,91.0
STU006814,UNI006,CMP047,Financial Analyst,Referral,20240815,1,35.87,5,1,24.0
STU006815,UNI024,CMP074,Consultant,Recruitment Agency,20241115,1,34.51,5,2,12.0
STU006816,UNI018,CMP072,Data Scientist,Direct Application,20250415,1,7.46,3,1,66.0
STU006817,UNI001,CMP023,Design Engineer,On-Campus,20241215,1,13.56,5,2,38.0
STU006818,UNI029,CMP006,Consultant,Job Portal,20250315,1,18.98,1,1,36.0
STU006819,UNI009,,,Recruitment Agency,20241115,0,,2,0,
