student_code,gender,degree,major,cgpa_band,prior_internship
STU005869,Female,B.Tech,Civil,9+,False
STU005870,Female,MCA,Computer Applications,8-9,False
STU005871,Male,MBA,Operations,7-8,False
STU005872,Female,B.Tech,Civil,9+,True
STU005873,Female,M.Tech,Computer Science,8-9,True
STU005874,Male,M.Tech,Computer Science,8-9,True
STU005875,Female,MBA,Marketing,7-8,True
STU005876,Male,MCA,Computer Applications,7-8,False
STU005877,Male,M.Tech,Data Science,<7,True
STU005878,Female,M.Tech,Computer Science,9+,True
STU005879,Female,B.Tech,Computer Science,7-8,True
STU005880,Male,B.Tech,Information Technology,7-8,True
STU005881,Male,M.Tech,Data Science,8-9,False
STU005882,Female,MCA,Computer Applications,7-8,False
STU005883,Female,B.Tech,Electronics,8-9,False
STU005884,Male,M.Tech,VLSI,<7,True
STU005885,Male,B.Tech,Mechanical,8-9,True
STU005886,Male,M.Tech,VLSI,<7,True
STU005887,Male,B.Tech,Civil,8-9,False
STU005888,Female,MBA,Operations,9+,True
STU005889,Male,MBA,Operations,7-8,False
STU005890,Female,MCA,Computer Applications,8-9,False
STU005891,Male,M.Tech,Computer Science,7-8,False
STU005892,Male,M.Tech,VLSI,7-8,True
STU005893,Male,MCA,Computer Applications,8-9,False
STU005894,Female,MCA,Computer Applications,7-8,True
STU005895,Male,MBA,Operations,7-8,False
STU005896,Male,MBA,Finance,8-9,True
STU005897,Male,MBA,Operations,<7,True
STU005898,Female,MCA,Computer Applications,7-8,True
STU005899,Male,B.Tech,Information Technology,7-8,True
STU005900,Female,MBA,Marketing,8-9,True
STU005901,Male,MCA,Computer Applications,8-9,False
STU005902,Male,MBA,Marketing,7-8,False
STU005903,Male,B.Tech,Civil,7-8,False
STU005904,Female,B.Tech,Electronics,<7,False
STU005905,Female,MCA,Computer Applications,9+,False
STU005906,Male,MBA,Operations,8-9,True
STU005907,Male,MCA,Computer Applications,<7,True
STU005908,Male,MCA,Computer Applications,<7,True
STU005909,Male,B.Tech,Civil,8-9,False
STU005910,Male,MCA,Computer Applications,8-9,True
STU005911,Male,MBA,Finance,7-8,False
STU005912,Female,MBA,Marketing,7-8,False
STU005913,Male,MCA,Computer Applications,<7,True
STU005914,Male,M.Tech,Data Science,7-8,False
STU005915,Male,MBA,Finance,<7,False
STU005916,Male,MCA,Computer Applications,7-8,False
STU005917,Female,MCA,Computer Applications,8-9,False
STU005918,Male,MCA,Computer Applications,9+,False
STU005919,Male,M.Tech,VLSI,8-9,True
STU005920,Female,M.Tech,VLSI,9+,False
STU005921,Male,M.Tech,VLSI,7-8,True
STU005922,Male,MBA,Operations,9+,False
STU005923,Male,B.Tech,Mechanical,7-8,False
STU005924,Female,MBA,Finance,7-8,False
STU005925,Male,M.Tech,Data Science,7-8,True
STU005926,Female,B.Tech,Computer Science,8-9,False
STU005927,Male,MCA,Computer Applications,7-8,False
STU005928,Male,MCA,Computer Applications,<7,True
STU005929,Male,M.Tech,VLSI,8-9,True
STU005930,Male,MCA,Computer Applications,7-8,True
STU005931,Female,M.Tech,Computer Science,8-9,False
STU005932,Female,MCA,Computer Applications,7-8,True
STU005933,Female,MBA,Operations,8-9,False
STU005934,Male,MCA,Computer Applications,7-8,True
STU005935,Female,B.Tech,Electronics,7-8,False
STU005936,Female,B.Tech,Computer Science,9+,False
STU005937,Male,MBA,Finance,7-8,True
STU005938,Male,M.Tech,Data Science,9+,False
STU005939,Female,MCA,Computer Applications,9+,False
STU005940,Male,MCA,Computer Applications,9+,False
STU005941,Male,M.Tech,Computer Science,7-8,True
STU005942,Male,B.Tech,Information Technology,9+,True
STU005943,Female,M.Tech,Data Science,<7,False
STU005944,Female,MCA,Computer Applications,9+,False
STU005945,Female,MCA,Computer Applications,7-8,False
STU005946,Male,B.Tech,Information Technology,8-9,False
STU005947,Male,B.Tech,Electronics,8-9,False
STU005948,Female,MBA,Marketing,7-8,False
STU005949,Male,MBA,Operations,7-8,False
STU005950,Male,MBA,Operations,9+,False
STU005951,Male,MBA,Marketing,<7,False
STU005952,Male,MCA,Computer Applications,7-8,True
STU005953,Female,B.Tech,Computer Science,7-8,False
STU005954,Male,M.Tech,Computer Science,7-8,False
STU005955,Female,M.Tech,Computer Science,7-8,True
STU005956,Male,M.Tech,VLSI,7-8,False
STU005957,Male,MCA,Computer Applications,9+,False
STU005958,Male,B.Tech,Mechanical,8-9,False
STU005959,Female,M.Tech,Data Science,8-9,True
STU005960,Female,B.Tech,Civil,7-8,False
STU005961,Female,MBA,Marketing,7-8,True
STU005962,Male,B.Tech,Information Technology,7-8,True
STU005963,Male,MBA,Finance,8-9,True
STU005964,Male,MCA,Computer Applications,7-8,False
STU005965,Female,M.Tech,Data Science,7-8,False
STU005966,Male,MCA,Computer Applications,8-9,True
STU005967,Male,MCA,Computer Applications,8-9,True
STU005968,Male,MBA,Operations,7-8,True
STU005969,Female,B.Tech,Computer Science,8-9,False
STU005970,Male,MCA,Computer Applications,8-9,True
STU005971,Male,MBA,Finance,7-8,False
STU005972,Female,MBA,Finance,8-9,True
STU005973,Male,B.Tech,Information Technology,<7,False
STU005974,Male,B.Tech,Electronics,8-9,True
STU005975,Female,B.Tech,Mechanical,7-8,False
STU005976,Male,MCA,Computer Applications,8-9,True
STU005977,Male,MBA,Operations,8-9,False
STU005978,Male,MCA,Computer Applications,7-8,True
STU005979,Male,MBA,Marketing,9+,False
STU005980,Male,MBA,Operations,7-8,False
STU005981,Female,B.Tech,Electronics,8-9,True
STU005982,Male,M.Tech,VLSI,9+,False
STU005983,Female,MBA,Operations,9+,True
STU005984,Male,M.Tech,Computer Science,8-9,False
STU005985,Female,M.Tech,VLSI,8-9,True
STU005986,Female,MBA,Finance,7-8,False
STU005987,Male,M.Tech,Data Science,7-8,True
STU005988,Male,MBA,Marketing,8-9,True
STU005989,Male,MCA,Computer Applications,<7,False
STU005990,Male,B.Tech,Computer Science,7-8,False
STU005991,Female,MCA,Computer Applications,7-8,True
STU005992,Male,B.Tech,Civil,8-9,True
STU005993,Male,B.Tech,Computer Science,8-9,False
STU005994,Male,MCA,Computer Applications,<7,True
STU005995,Male,MBA,Marketing,7-8,False
STU005996,Female,B.Tech,Electronics,8-9,False
STU005997,Female,MCA,Computer Applications,7-8,True
STU005998,Male,M.Tech,Computer Science,<7,True
STU005999,Male,MBA,Finance,9+,False
STU006000,Male,M.Tech,Computer Science,<7,False
STU006001,Male,MCA,Computer Applications,7-8,False
STU006002,Male,M.Tech,Computer Science,7-8,False
STU006003,Female,MBA,Marketing,7-8,False
STU006004,Male,MBA,Operations,7-8,False
STU006005,Male,MBA,Marketing,7-8,False
STU006006,Male,M.Tech,Data Science,8-9,True
STU006007,Female,B.Tech,Civil,7-8,True
STU006008,Male,MBA,Finance,7-8,False
STU006009,Male,B.Tech,Electronics,7-8,False
STU006010,Male,MCA,Computer Applications,9+,True
STU006011,Female,MBA,Operations,<7,True
STU006012,Male,MBA,Marketing,7-8,False
STU006013,Male,MCA,Computer Applications,<7,False
STU006014,Female,MBA,Finance,7-8,True
STU006015,Male,M.Tech,Data Science,7-8,True
STU006016,Male,B.Tech,Mechanical,7-8,True
STU006017,Male,MBA,Marketing,9+,False
STU006018,Male,MBA,Finance,8-9,True
STU006019,Female,MBA,Finance,8-9,False
STU006020,Male,MCA,Computer Applications,8-9,True
STU006021,Male,B.Tech,Civil,<7,False
STU006022,Male,M.Tech,VLSI,8-9,False
STU006023,Male,M.Tech,Computer Science,<7,False
STU006024,Male,MBA,Marketing,7-8,True
STU006025,Female,M.Tech,Data Science,9+,True
STU006026,Male,MBA,Operations,7-8,False
STU006027,Male,M.Tech,VLSI,8-9,False
STU006028,Male,B.Tech,Civil,7-8,False
STU006029,Male,M.Tech,VLSI,7-8,False
STU006030,Male,B.Tech,Computer Science,9+,False
STU006031,Male,MCA,Computer Applications,<7,True
STU006032,Male,MBA,Operations,7-8,False
STU006033,Female,M.Tech,Computer Science,7-8,False
STU006034,Male,B.Tech,Information Technology,8-9,True
STU006035,Male,B.Tech,Civil,7-8,False
STU006036,Male,M.Tech,VLSI,<7,False
STU006037,Male,MCA,Computer Applications,7-8,True
STU006038,Male,MCA,Computer Applications,<7,True
STU006039,Male,MCA,Computer Applications,8-9,False
STU006040,Male,MCA,Computer Applications,7-8,False
STU006041,Male,B.Tech,Computer Science,9+,False
STU006042,Male,MCA,Computer Applications,7-8,False
STU006043,Male,M.Tech,VLSI,8-9,True
STU006044,Female,MBA,Operations,8-9,False
STU006045,Male,MCA,Computer Applications,9+,False
STU006046,Male,B.Tech,Mechanical,9+,False
STU006047,Female,B.Tech,Electronics,8-9,True
STU006048,Male,MCA,Computer Applications,<7,False
STU006049,Male,MBA,Marketing,<7,True
STU006050,Male,M.Tech,VLSI,8-9,False
STU006051,Male,B.Tech,Information Technology,7-8,False
STU006052,Female,B.Tech,Electronics,<7,False
STU006053,Female,B.Tech,Information Technology,8-9,False
STU006054,Male,MBA,Operations,7-8,False
STU006055,Male,M.Tech,VLSI,8-9,True
STU006056,Female,B.Tech,Civil,7-8,False
STU006057,Male,MBA,Finance,7-8,False
STU006058,Female,MCA,Computer Applications,8-9,True
STU006059,Male,M.Tech,Computer Science,9+,True
STU006060,Female,B.Tech,Civil,8-9,False
STU006061,Male,MCA,Computer Applications,8-9,False
STU006062,Male,MCA,Computer Applications,7-8,False
STU006063,Male,MBA,Finance,8-9,False
STU006064,Female,MCA,Computer Applications,8-9,False
STU006065,Male,MCA,Computer Applications,8-9,False
STU006066,Male,M.Tech,VLSI,7-8,True
STU006067,Male,B.Tech,Civil,8-9,False
STU006068,Female,B.Tech,Civil,8-9,True
STU006069,Male,MCA,Computer Applications,8-9,True
STU006070,Female,MBA,Operations,7-8,False
STU006071,Female,MCA,Computer Applications,<7,False
STU006072,Female,MCA,Computer Applications,7-8,False
STU006073,Male,MBA,Finance,8-9,True
STU006074,Male,MBA,Finance,8-9,True
STU006075,Female,MCA,Computer Applications,9+,False
STU006076,Male,MBA,Marketing,8-9,True
STU006077,Male,M.Tech,VLSI,7-8,False
STU006078,Male,B.Tech,Civil,8-9,True
STU006079,Male,M.Tech,VLSI,9+,True
STU006080,Male,M.Tech,Data Science,8-9,False
STU006081,Female,MBA,Finance,9+,False
STU006082,Female,MBA,Finance,8-9,False
STU006083,Male,MCA,Computer Applications,7-8,False
STU006084,Female,MCA,Computer Applications,8-9,False
STU006085,Male,MBA,Finance,8-9,False
STU006086,Male,M.Tech,VLSI,<7,False
STU006087,Female,MBA,Operations,<7,False
STU006088,Male,B.Tech,Mechanical,7-8,False
STU006089,Female,M.Tech,Computer Science,8-9,False
STU006090,Female,M.Tech,Data Science,<7,False
STU006091,Female,MBA,Marketing,8-9,True
STU006092,Male,MBA,Operations,7-8,False
STU006093,Male,M.Tech,VLSI,8-9,True
STU006094,Female,B.Tech,Electronics,9+,False
STU006095,Male,B.Tech,Information Technology,7-8,False
STU006096,Male,B.Tech,Electronics,8-9,True
STU006097,Male,M.Tech,VLSI,7-8,True
STU006098,Female,MBA,Marketing,8-9,True
STU006099,Female,B.Tech,Electronics,9+,False
STU006100,Male,MCA,Computer Applications,8-9,False
STU006101,Male,MBA,Finance,7-8,True
STU006102,Male,MCA,Computer Applications,8-9,False
STU006103,Female,MCA,Computer Applications,8-9,False
STU006104,Male,B.Tech,Information Technology,7-8,False
STU006105,Male,M.Tech,Computer Science,7-8,True
STU006106,Male,M.Tech,VLSI,8-9,False
STU006107,Male,MCA,Computer Applications,7-8,False
STU006108,Male,M.Tech,VLSI,<7,False
STU006109,Female,B.Tech,Electronics,8-9,False
STU006110,Male,MCA,Computer Applications,7-8,True
STU006111,Female,MCA,Computer Applications,7-8,True
STU006112,Female,MCA,Computer Applications,7-8,False
STU006113,Male,MBA,Operations,7-8,True
STU006114,Male,MCA,Computer Applications,7-8,True
STU006115,Male,MBA,Finance,<7,True
STU006116,Female,MBA,Marketing,7-8,False
STU006117,Male,B.Tech,Civil,8-9,True
STU006118,Male,MBA,Marketing,8-9,True
STU006119,Male,M.Tech,Data Science,7-8,True
STU006120,Male,MBA,Finance,9+,False
STU006121,Male,M.Tech,VLSI,7-8,True
STU006122,Male,M.Tech,Data Science,9+,False
STU006123,Male,MCA,Computer Applications,7-8,False
STU006124,Male,MBA,Operations,8-9,True
STU006125,Female,B.Tech,Information Technology,<7,True
STU006126,Male,B.Tech,Information Technology,<7,True
STU006127,Male,B.Tech,Civil,7-8,True
STU006128,Male,MCA,Computer Applications,8-9,True
STU006129,Female,MBA,Finance,8-9,False
STU006130,Male,MBA,Finance,9+,True
STU006131,Male,M.Tech,VLSI,7-8,True
STU006132,Female,M.Tech,Computer Science,7-8,False
STU006133,Male,MCA,Computer Applications,7-8,True
STU006134,Female,M.Tech,VLSI,7-8,False
STU006135,Male,M.Tech,VLSI,7-8,False
STU006136,Male,B.Tech,Information Technology,8-9,False
STU006137,Female,MCA,Computer Applications,8-9,False
STU006138,Male,MBA,Operations,8-9,False
STU006139,Female,MCA,Computer Applications,8-9,False
STU006140,Female,B.Tech,Computer Science,7-8,True
STU006141,Male,M.Tech,Data Science,8-9,False
STU006142,Male,B.Tech,Mechanical,9+,True
STU006143,Male,MCA,Computer Applications,7-8,True
STU006144,Male,B.Tech,Computer Science,9+,False
STU006145,Female,MCA,Computer Applications,7-8,False
STU006146,Male,M.Tech,Data Science,8-9,False
STU006147,Male,M.Tech,Computer Science,<7,False
STU006148,Male,B.Tech,Computer Science,8-9,False
STU006149,Male,MBA,Operations,7-8,False
STU006150,Male,M.Tech,Computer Science,7-8,False
STU006151,Male,M.Tech,Data Science,8-9,False
STU006152,Male,MCA,Computer Applications,8-9,True
STU006153,Female,MCA,Computer Applications,8-9,True
STU006154,Male,MCA,Computer Applications,7-8,False
STU006155,Male,MCA,Computer Applications,9+,True
STU006156,Male,MBA,Finance,8-9,True
STU006157,Male,B.Tech,Civil,9+,True
STU006158,Male,MBA,Marketing,7-8,False
STU006159,Male,MCA,Computer Applications,7-8,True
STU006160,Female,B.Tech,Electronics,8-9,False
STU006161,Male,B.Tech,Electronics,7-8,True
STU006162,Male,B.Tech,Electronics,7-8,True
STU006163,Female,MCA,Computer Applications,<7,False
STU006164,Male,MBA,Operations,9+,False
STU006165,Female,MBA,Finance,8-9,True
STU006166,Female,B.Tech,Electronics,8-9,False
STU006167,Male,MBA,Marketing,<7,False
STU006168,Male,B.Tech,Electronics,9+,False
STU006169,Male,M.Tech,Data Science,8-9,True
STU006170,Male,MCA,Computer Applications,8-9,True
STU006171,Male,M.Tech,Computer Science,<7,False
STU006172,Male,M.Tech,Data Science,9+,False
STU006173,Male,MCA,Computer Applications,8-9,True
STU006174,Female,M.Tech,Computer Science,7-8,False
STU006175,Female,M.Tech,Data Science,9+,False
STU006176,Female,M.Tech,Data Science,<7,False
STU006177,Male,MCA,Computer Applications,8-9,False
STU006178,Male,M.Tech,Data Science,<7,True
STU006179,Male,MCA,Computer Applications,9+,False
STU006180,Male,MBA,Finance,<7,False
STU006181,Female,MBA,Finance,8-9,False
STU006182,Male,MBA,Operations,7-8,True
STU006183,Male,B.Tech,Mechanical,7-8,False
STU006184,Male,B.Tech,Electronics,7-8,False
STU006185,Male,MBA,Marketing,9+,False
STU006186,Male,B.Tech,Civil,<7,True
STU006187,Male,M.Tech,Data Science,8-9,False
STU006188,Male,MCA,Computer Applications,<7,False
STU006189,Male,MBA,Finance,<7,False
STU006190,Male,MBA,Operations,<7,False
STU006191,Male,MCA,Computer Applications,7-8,False
STU006192,Female,MBA,Finance,8-9,True
STU006193,Male,MCA,Computer Applications,9+,True
STU006194,Female,M.Tech,Data Science,7-8,True
STU006195,Female,M.Tech,Data Science,7-8,False
STU006196,Male,B.Tech,Information Technology,7-8,False
STU006197,Female,MCA,Computer Applications,9+,True
STU006198,Male,MBA,Marketing,7-8,False
STU006199,Male,MBA,Operations,7-8,True
STU006200,Male,M.Tech,VLSI,8-9,False
STU006201,Male,M.Tech,Computer Science,7-8,False
STU006202,Male,M.Tech,Data Science,8-9,True
STU006203,Male,B.Tech,Computer Science,8-9,True
STU006204,Male,M.Tech,VLSI,8-9,True
STU006205,Male,MCA,Computer Applications,<7,True
STU006206,Female,MCA,Computer Applications,<7,True
STU006207,Female,M.Tech,Computer Science,<7,True
STU006208,Male,M.Tech,Computer Science,7-8,False
STU006209,Male,B.Tech,Computer Science,<7,False
STU006210,Female,B.Tech,Civil,<7,True
STU006211,Female,M.Tech,VLSI,9+,True
STU006212,Female,M.Tech,Computer Science,<7,False
STU006213,Male,MBA,Operations,7-8,False
STU006214,Female,B.Tech,Electronics,<7,False
STU006215,Male,MBA,Marketing,<7,True
STU006216,Female,MBA,Marketing,7-8,True
STU006217,Male,MCA,Computer Applications,8-9,False
STU006218,Male,M.Tech,Computer Science,7-8,True
STU006219,Male,MBA,Marketing,7-8,False
STU006220,Male,MCA,Computer Applications,9+,True
STU006221,Male,MCA,Computer Applications,9+,False
STU006222,Female,B.Tech,Civil,8-9,True
STU006223,Male,B.Tech,Information Technology,7-8,False
STU006224,Male,B.Tech,Information Technology,<7,True
STU006225,Female,M.Tech,Data Science,7-8,False
STU006226,Male,MBA,Marketing,<7,False
STU006227,Female,M.Tech,Computer Science,8-9,False
STU006228,Female,B.Tech,Civil,9+,True
STU006229,Male,MCA,Computer Applications,9+,False
STU006230,Male,MCA,Computer Applications,7-8,True
STU006231,Male,MBA,Operations,8-9,True
STU006232,Female,MCA,Computer Applications,8-9,False
STU006233,Female,MCA,Computer Applications,8-9,False
STU006234,Male,B.Tech,Information Technology,9+,False
STU006235,Male,MBA,Marketing,7-8,False
STU006236,Female,MBA,Operations,7-8,True
STU006237,Male,MCA,Computer Applications,<7,False
STU006238,Female,MCA,Computer Applications,7-8,False
STU006239,Male,M.Tech,Computer Science,7-8,False
STU006240,Female,M.Tech,VLSI,<7,False
STU006241,Male,MCA,Computer Applications,8-9,True
STU006242,Male,MBA,Operations,8-9,False
STU006243,Female,MCA,Computer Applications,8-9,False
STU006244,Male,M.Tech,VLSI,<7,True
STU006245,Male,MCA,Computer Applications,9+,False
STU006246,Male,B.Tech,Information Technology,7-8,True
STU006247,Male,B.Tech,Computer Science,8-9,False
STU006248,Male,B.Tech,Civil,<7,True
STU006249,Male,MCA,Computer Applications,9+,True
STU006250,Male,M.Tech,Data Science,7-8,True
STU006251,Male,M.Tech,Computer Science,9+,False
STU006252,Male,MBA,Operations,8-9,True
STU006253,Female,MBA,Finance,<7,False
STU006254,Female,B.Tech,Civil,7-8,False
STU006255,Female,M.Tech,Computer Science,9+,True
STU006256,Male,B.Tech,Electronics,7-8,True
STU006257,Female,MBA,Operations,<7,True
STU006258,Male,MCA,Computer Applications,7-8,True
STU006259,Female,B.Tech,Computer Science,<7,True
STU006260,Female,MCA,Computer Applications,9+,True
STU006261,Male,MBA,Operations,<7,False
STU006262,Female,MCA,Computer Applications,8-9,True
STU006263,Male,MBA,Marketing,7-8,True
STU006264,Male,M.Tech,Computer Science,<7,True
STU006265,Male,MCA,Computer Applications,9+,False
STU006266,Male,M.Tech,VLSI,8-9,False
STU006267,Female,MBA,Marketing,8-9,False
STU006268,Male,MCA,Computer Applications,<7,True
STU006269,Male,MBA,Marketing,<7,False
STU006270,Male,M.Tech,VLSI,9+,True
STU006271,Female,B.Tech,Computer Science,9+,False
STU006272,Male,B.Tech,Civil,8-9,False
STU006273,Female,B.Tech,Information Technology,9+,False
STU006274,Male,MBA,Marketing,7-8,False
STU006275,Male,M.Tech,Data Science,9+,False
STU006276,Female,MCA,Computer Applications,7-8,False
STU006277,Male,MBA,Finance,7-8,True
STU006278,Male,B.Tech,Information Technology,7-8,False
STU006279,Male,M.Tech,Data Science,8-9,False
STU006280,Male,MBA,Operations,8-9,True
STU006281,Female,B.Tech,Civil,8-9,True
STU006282,Female,B.Tech,Computer Science,8-9,True
STU006283,Male,B.Tech,Mechanical,8-9,False
STU006284,Female,MBA,Marketing,8-9,False
STU006285,Female,M.Tech,VLSI,<7,False
STU006286,Male,MCA,Computer Applications,8-9,True
STU006287,Male,M.Tech,VLSI,8-9,False
STU006288,Male,B.Tech,Information Technology,8-9,False
STU006289,Male,M.Tech,Data Science,<7,False
STU006290,Male,M.Tech,Data Science,7-8,False
STU006291,Female,MBA,Finance,8-9,False
STU006292,Male,B.Tech,Mechanical,8-9,False
STU006293,Female,M.Tech,VLSI,<7,True
STU006294,Male,MCA,Computer Applications,8-9,True
STU006295,Male,MCA,Computer Applications,7-8,True
STU006296,Female,M.Tech,Computer Science,7-8,False
STU006297,Male,MBA,Marketing,7-8,False
STU006298,Male,M.Tech,Data Science,7-8,False
STU006299,Male,MBA,Finance,<7,False
STU006300,Male,MBA,Marketing,<7,True
STU006301,Female,B.Tech,Electronics,7-8,True
STU006302,Female,MCA,Computer Applications,9+,True
STU006303,Male,M.Tech,VLSI,<7,False
STU006304,Male,M.Tech,Computer Science,8-9,False
STU006305,Male,B.Tech,Computer Science,7-8,True
STU006306,Female,MCA,Computer Applications,7-8,True
STU006307,Male,B.Tech,Information Technology,7-8,False
STU006308,Male,MBA,Operations,<7,False
STU006309,Female,MBA,Operations,7-8,True
STU006310,Female,B.Tech,Information Technology,8-9,True
STU006311,Male,MCA,Computer Applications,8-9,True
STU006312,Female,B.Tech,Civil,7-8,False
STU006313,Male,M.Tech,Computer Science,9+,True
STU006314,Female,MCA,Computer Applications,7-8,True
STU006315,Male,M.Tech,Computer Science,7-8,True
STU006316,Female,MBA,Finance,7-8,False
STU006317,Male,MBA,Finance,8-9,True
STU006318,Male,MCA,Computer Applications,9+,True
STU006319,Female,M.Tech,Computer Science,7-8,False
STU006320,Male,MCA,Computer Applications,8-9,False
STU006321,Female,MBA,Finance,7-8,False
STU006322,Male,MBA,Finance,8-9,False
STU006323,Male,MCA,Computer Applications,8-9,False
STU006324,Male,MCA,Computer Applications,9+,False
STU006325,Male,MCA,Computer Applications,7-8,False
STU006326,Male,MBA,Marketing,7-8,True
STU006327,Male,M.Tech,Data Science,8-9,False
STU006328,Female,M.Tech,Data Science,<7,True
STU006329,Male,M.Tech,VLSI,8-9,False
STU006330,Male,M.Tech,Data Science,8-9,False
STU006331,Male,MBA,Marketing,8-9,False
STU006332,Male,MCA,Computer Applications,7-8,False
STU006333,Male,M.Tech,VLSI,7-8,False
STU006334,Female,M.Tech,VLSI,7-8,False
STU006335,Female,MCA,Computer Applications,8-9,True
STU006336,Female,MCA,Computer Applications,7-8,False
STU006337,Female,MCA,Computer Applications,<7,False
STU006338,Female,M.Tech,Data Science,7-8,False
STU006339,Male,MCA,Computer Applications,7-8,True
STU006340,Male,B.Tech,Computer Science,8-9,False
STU006341,Female,MCA,Computer Applications,7-8,True
STU006342,Male,MCA,Computer Applications,7-8,False
STU006343,Male,M.Tech,VLSI,8-9,False
STU006344,Female,MBA,Operations,<7,False
STU006345,Male,MCA,Computer Applications,8-9,True
STU006346,Male,MBA,Finance,<7,False
STU006347,Male,MCA,Computer Applications,9+,False
STU006348,Female,M.Tech,VLSI,8-9,True
STU006349,Male,MCA,Computer Applications,7-8,True
STU006350,Male,MCA,Computer Applications,<7,False
STU006351,Male,M.Tech,Data Science,<7,True
STU006352,Male,MCA,Computer Applications,7-8,False
STU006353,Male,MBA,Operations,7-8,False
STU006354,Male,MCA,Computer Applications,8-9,True
STU006355,Female,B.Tech,Electronics,8-9,False
STU006356,Female,B.Tech,Civil,7-8,True
STU006357,Male,MBA,Marketing,8-9,False
STU006358,Female,B.Tech,Information Technology,<7,False
STU006359,Female,B.Tech,Electronics,8-9,False
STU006360,Female,M.Tech,VLSI,9+,True
STU006361,Female,MCA,Computer Applications,8-9,True
STU006362,Male,M.Tech,Data Science,7-8,False
STU006363,Male,B.Tech,Electronics,7-8,False
STU006364,Female,M.Tech,Computer Science,<7,False
STU006365,Male,B.Tech,Mechanical,7-8,True
STU006366,Female,MBA,Finance,8-9,False
STU006367,Male,B.Tech,Computer Science,8-9,False
STU006368,Female,M.Tech,VLSI,9+,False
STU006369,Female,B.Tech,Computer Science,8-9,True
STU006370,Female,MBA,Marketing,7-8,False
STU006371,Male,MCA,Computer Applications,8-9,False
STU006372,Male,M.Tech,VLSI,7-8,False
STU006373,Female,B.Tech,Mechanical,<7,True
STU006374,Female,M.Tech,Computer Science,7-8,False
STU006375,Female,M.Tech,Data Science,8-9,False
STU006376,Female,MCA,Computer Applications,<7,False
STU006377,Female,MBA,Finance,8-9,True
STU006378,Female,M.Tech,Computer Science,9+,False
STU006379,Female,MBA,Operations,<7,False
STU006380,Male,MCA,Computer Applications,7-8,True
STU006381,Female,B.Tech,Electronics,8-9,False
STU006382,Male,MCA,Computer Applications,8-9,True
STU006383,Female,MBA,Finance,7-8,False
STU006384,Female,MBA,Finance,7-8,True
STU006385,Female,M.Tech,Data Science,8-9,True
STU006386,Female,M.Tech,Computer Science,7-8,False
STU006387,Male,MBA,Finance,8-9,False
STU006388,Female,MBA,Marketing,7-8,False
STU006389,Male,MCA,Computer Applications,7-8,True
STU006390,Female,B.Tech,Mechanical,9+,False
STU006391,Female,MCA,Computer Applications,8-9,True
STU006392,Male,B.Tech,Civil,7-8,True
STU006393,Male,MCA,Computer Applications,<7,False
STU006394,Male,MBA,Finance,7-8,False
STU006395,Female,MCA,Computer Applications,7-8,True
STU006396,Male,MCA,Computer Applications,7-8,False
STU006397,Male,MBA,Finance,8-9,True
STU006398,Male,MBA,Finance,9+,False
STU006399,Female,B.Tech,Information Technology,8-9,False
STU006400,Male,MCA,Computer Applications,<7,True
STU006401,Male,MCA,Computer Applications,<7,True
STU006402,Female,MCA,Computer Applications,<7,False
STU006403,Male,B.Tech,Mechanical,7-8,False
STU006404,Male,MCA,Computer Applications,7-8,True
STU006405,Female,MBA,Operations,9+,False
STU006406,Male,M.Tech,Computer Science,9+,False
STU006407,Male,MBA,Operations,<7,True
STU006408,Male,MCA,Computer Applications,7-8,False
STU006409,Male,M.Tech,VLSI,8-9,False
STU006410,Male,MCA,Computer Applications,8-9,False
STU006411,Male,B.Tech,Civil,<7,True
STU006412,Female,MBA,Marketing,8-9,False
STU006413,Male,M.Tech,Computer Science,<7,False
STU006414,Female,M.Tech,VLSI,8-9,False
STU006415,Female,MCA,Computer Applications,7-8,False
STU006416,Male,MCA,Computer Applications,8-9,False
STU006417,Male,MCA,Computer Applications,8-9,True
STU006418,Female,MCA,Computer Applications,8-9,True
STU006419,Female,M.Tech,Data Science,7-8,False
STU006420,Male,MBA,Finance,7-8,False
STU006421,Female,B.Tech,Mechanical,7-8,True
STU006422,Male,B.Tech,Civil,7-8,False
STU006423,Male,B.Tech,Information Technology,9+,False
STU006424,Male,MBA,Finance,<7,False
STU006425,Female,MCA,Computer Applications,8-9,False
STU006426,Female,MCA,Computer Applications,8-9,True
STU006427,Male,B.Tech,Mechanical,7-8,False
STU006428,Male,MBA,Operations,7-8,False
STU006429,Female,B.Tech,Mechanical,7-8,True
STU006430,Female,MCA,Computer Applications,8-9,False
STU006431,Male,MCA,Computer Applications,7-8,False
STU006432,Male,B.Tech,Computer Science,<7,True
STU006433,Male,B.Tech,Information Technology,7-8,False
STU006434,Male,MCA,Computer Applications,7-8,False
STU006435,Male,MBA,Marketing,8-9,False
STU006436,Female,M.Tech,VLSI,8-9,False
STU006437,Male,MBA,Operations,7-8,False
STU006438,Male,M.Tech,VLSI,8-9,False
STU006439,Male,MBA,Finance,9+,False
STU006440,Female,MCA,Computer Applications,<7,True
STU006441,Male,M.Tech,VLSI,7-8,True
STU006442,Male,MCA,Computer Applications,8-9,False
STU006443,Male,MBA,Marketing,<7,False
STU006444,Male,M.Tech,VLSI,8-9,False
STU006445,Male,MCA,Computer Applications,7-8,True
STU006446,Male,M.Tech,Computer Science,9+,False
